"737","DEL BOTICARIO","LOS INMIGRANTES 134","(03442)-494153","10470"
"738","SANTA MARIA","AV. DE LOS INMIGRANTES 639","(03442)-494298","13564"
"739","IBICUY","AV.SAN MARTIN S/N","(03446)-498049","4072"
"740","ADVENIR","9 DE JULIO 84","(0343)-4910008","8483"
"741","MARRONE","25 DE MAYO 30","(0343)-4910484","4098"
"742","VITAL","ALBERDI S/N","(0345)-4900032","7431"
"743","ARTIGAS","ECHAGUE 999","(03437)-421018","7663"
"744","AVENIDA","AV ARTIGAS 2200","(03437)-421221","98769"
"745","COLONIAL","MORENO 794","(03437)-421779","97501"
"746","DEL PUEBLO","BELGRANO Y SAENZ PE#A 1212","(03437)-423575","90219"
"747","DEL PUEBLO II","BUCHARDO 1007","(03437)-423142","10481"
"748","FARMATON","MORENO 1181","(03437)-421863","10776"
"749","GARCIA","ESPA#A 862","(03437)-421729","91160"
"750","LIBERTADOR","SAN MARTIN 952","(03437)-422300","91159"
"751","SAGRADA FAMILIA","ECHAGUE 1410","(03437)-423013","91169"
"752","TEDESCO","SAN MARTIN 1101","(03437)-421586","91986"
"753","ZUBIRI","HIPOLITO IRIGOYEN 2360","(03437)-15483020","13771"
"754","LA PICADA","MANUEL BELGRANO Y PALACIOS","(0343)-4994391","10587"
"755","LA FARMA","ALMIRANTE BROWN 252","(03446)-15385641","14005"
"756","LARROQUE","CASEROS 244","(03446)-460082","4836"
"757","SIBOLDI","PTE.PERON 15","(03446)-460026","4838"
"758","LOS CHARRUAS","AV.RAMIREZ Y SAN MARTIN 1502","(0345)-4907161","7432"
"759","ZARATE","RIVADAVIA S/N","(0345)-4907168","7433"
"760","FARMAS","RAMIREZ 201","(03435)-480265","9444"
"761","MENOYO","AV.SOBERANIA 198","(03435)-480124","4102"
"762","MERNES","RIVADAVIA 1100","(03435)-480033","4104"
"763","DE LOURDES","GUALEGUAYCHU 614","(03445)-461066","10366"
"764","PALAZZI","GUALEGUAYCHU 708","(03445)-461487","97401"
"765","ROLDAN LUPI","GUALEGUAYCHU 802","(03445)-461193","91404"
"766","AUDISIO","AV. ARGENTINA 301","(0343)-4940095","7435"
"767","MARIA AUXILIADORA","IRIGOYEN 762","(0343)-4940487","6364"
"768","MARIA GRANDE","AV.ARGENTINA 658","(0343)-4940883","10158"
"769","SACKS","HIPOLITO IRIGOYEN 495","(0343)-4940120","91715"
"770","CANOVA","BV.SARMIENTO 482","(03435)-423827","7437"
"771","DEL CENTRO","CASEROS 1043 Y 9 DE JULIO","(03435)-421782","9473"
"772","LOURDES","BV.ESPA#A 1114","(03435)-422049","5862"
"773","NOGOYA","9 DE JULIO 734","(03435)-421025","4112"
"774","ORMAECHEA","SARMIENTO 900","(03435)-421010","4116"
"775","SAN MIGUEL","SAN MARTIN 1279","(03435)-421723","5422"
"776","SAN RAMON","PTE.PERON ESQ.LA PAZ","(03435)-421867","7729"
"777","SANTA TERESITA","AV.ESPA#A Y 25 DE MAYO","(03435)-421434","8496"
"778","ARANGO II","CAMINO DE LA CUCHILLA 590 LOC1","(0343)-4079539","12937"
"779","CENTRAL ORO VERDE","INTENDENTE CASTILLO 295","(0343)-4975367","90298"
"780","ORO VERDE","CASTILLO 437","(0343)-4975342","7439"
"781","A+A","URQUIZA 1799","(0343)-5254752","14422"
"782","ABRIL","ALMAFUERTE 890","(0343)-4247181","10047"
"783","ALBERDI","AV.RAMIREZ 5127","(0343)-4350490","7441"
"784","ALDAO'S","LA PAZ 392","(0343)-4222611","4995"
"785","ARANGO","SAN JUAN 400 ESQ. LA PAZ","(0343)-4231231","90825"
"786","ARTIGAS","ARTIGAS 1590","(0343)-4390299","12982"
"787","BLAS PARERA","BLAS PARERA 2440","(0343)-4332643","12562"
"788","BLAS PARERA II","ALTE.BROWN 1850","(0343)-4076956","13769"
"789","BURONE","ALEM 320","(0343)-4313302","7445"
"790","CATEDRAL","ESPA#A 101","(0343)-4236252","6770"
"791","CATEDRAL II","GRAL. SAN MARTIN 1140","(0343)-4315550","6775"
"792","CATEDRAL III","CORRIENTES 101","(0343)-4236784","6778"
"793","CEN SALUD","AV.RAMIREZ 5019","(0343)-4353532","6111"
"794","CENTURION","AV.RAMIREZ 3352","(0343)-4071252","13929"
"795","CHARRUA","ALMAFUERTE 3641","(0343)-4713942","14389"
"796","CHURRUARIN","CHURRUARIN 494","(0343)-4246372","7448"
"797","CON SALUD","URQUIZA 1023","(0343)-4033333/4315565","9915"
"798","CORRALES","ALMAFUERTE 1370","(0343)-4240444","10157"
"799","CORTES","AV.GALAN 1442","(0343)-4373207","7449"
"800","COSMOS","E.CARBO 321","(0343)-4310540","7450"
"801","CURA ALVAREZ PLUS","ITALIA 498","(0391)-15445743","14585"
"802","DABIN","MONTE CASEROS 299","(0343)-4218750","10833"
"803","DEL BOULEVARD","AVDA. RAMIREZ Y MILLAN","(0343)-4230441","7452"
"804","DEL ESTE","NEWBERY 3049","(0343)-4362777","9235"
"805","DEL PUEBLO","AV.EJERCITO 1450","(0343)-4374000","7453"
"806","DEL SUR","AV. DE LAS AMERICAS 4109","(0343)-4352474","90322"
"807","DON BOSCO","DON BOSCO 188","(0343)-4315252","10480"
"808","ENTRE RIOS","URQUIZA 301","(0343)-4431670","14594"
"809","FARMACIAS UNIDAS","PROVINCIAS UNIDAS 589","(0343)-4072430","13823"
"810","FARMASER","AVDA. ZANNI 2094","(0343) 4365439","91558"
"811","FARMA-SER","RONDEAU 1203","(0343)-4340196","11247"
"812","FARMASER ALMAFUERTE","AV.ALMAFUERTE 2551","(0343)-156121220","14228"
"813","FLEMING","JUAN BAEZ 195","(0343)-4354827","13363"
"814","ITALIA","AV. RAMIREZ 4745","(0343)-4071045","10760"
"815","LA ESTRELLA","ITALIA Y ESPA#A","(0343)-4311060","7454"
"816","LA UNION","AV.PEDRO ZANNI 2775","(0343)-154726466","14322"
"817","LAS COLONIAS","AV. ALMAFUERTE 26","(0343)-4343048","10571"
"818","LOURDES","HERNANDARIAS 2234","(0343)-4365124","11949"
"819","LUIS PASTEUR","VICTORIA 131/135","(0343)-4315067","10444"
"820","LUNA AVENIDA","AV.RAMIREZ 2270","(0343)-4460336","14207"
"821","MAGNA","SANTIAGO DEL ESTERO 302","(0343)-4077127","13049"
"822","MATER","ALEM 947","(0343)-4310859","4099"
"823","MODERNA","SAN MARTIN 1101","(0343)-4312040/4313000","9798"
"824","MOTURA","VILLEGUAY 961","(0343)-4320220","12039"
"825","PARACAO","AV. DE LAS AMERICAS 3001","(0343)-4350995 / 4353381","6115"
"826","PARANA","GUALEGUAYCHU 655","(0343)-4327177","90218"
"827","PATRIA SUC.CENTRO","BUENOS AIRES 202 ESQ.CERVANTES","(0343)-4327231","7458"
"828","RIVADAVIA","ALAMEDA DE LA CON ESQ.TUCUMAN","(0343)-4311366/43110327","8784"
"829","ROLIRIA","BUENOS AIRES 513","(0343)-4314044","4131"
"830","S.O.S. FARMACIA","CURA ALVAREZ 574","(0343)-4235126","10661"
"831","SAN MIGUEL","AV. MIGUEL DAVID 786","(0343)-4070296","13549"
"832","SAN RAFAEL","JUAN GARRIGO 1491","(0343)-4075539","13913"
"833","SELECTA","AV.ZANNI 1301","(0343)-4364227","90457"
"834","SOC.ASOC.BANCARIA","ESPA#A 69","(0343)-4235262","9237"
"835","SUR","AV.DE LAS AMERICAS 4090","(0343)-154666102","14093"
"836","THOMPSON","VICTORIA 700","(0343) 423-2188","91714"
"837","TRIBUNALES","SANTA FE 233","(0343)-4236060","91719"
"838","TROSSERO","ANDRES PASOS 210","(0343)-4219173","7459"
"839","URQUIZA","BUENOS AIRES 88","(0343)-4235153","10458"
"840","V5","DIVISION LOS ANDES 547","(0343)-154402171","13986"
"841","VILLAGUAY","VILLAGUAY 564","(0343)-4319772","10786"
"842","VILLEGAS","DON BOSCO 1505","(0343)-4247777/4246573","6106"
"843","VILLEGAS ALAMEDA","AV.ALAMEDA FEDERACION 166","(0343)-15-5096726","13902"
"844","VILLEGAS AMERICA","AV.DE LAS AMERICAS 1693","(0343)-4314789","5304"
"845","VILLEGAS CENTRAL","ERNESTO BAVIO 1","(0343)-155096733/155000405","14106"
"846","VILLEGAS DEL PUERTO","LAURENCENA 116","(0343)-4313946","7457"
"847","VILLEGAS II","BLAS PARERA 785","(0343)-4390193","6107"
"848","VILLEGAS III","AV.ZANNI 1516","(0343)-4363100/4364171","6110"
"849","VILLEGAS IX","ESPA#A 401","(0343)-4211511","7461"
"850","VILLEGAS LA BAXADA","ALVARADO 2295","(0343)-4351381","12065"
"851","VILLEGAS PARACAO","AV.DE LAS AMERICAS 3739","(0343)-5709802","14407"
"852","VILLEGAS RAMIREZ","AV.RAMIREZ 996","(0343)-155096720","14080"
"853","VILLEGAS SALTA","SALTA 544","(0343)-155096719","13637"
"854","VILLEGAS SAN AGUSTIN","SELVA DE MONTIEL 677","(0343)-155096726","14286"
"855","VILLEGAS V","ALTE. BROWN 552","(0343)-4243101/4343695","6112"
"856","VILLEGAS VI","AV. ZANNI 2414","(0343)-4363828","6114"
"857","VILLEGAS VIII","BUENOS AIRES 101","(0343)-4320743","6116"
"858","VILLEGAS XI","SALTA Y ANDRES PAZOS","(0343)-4206395","5723"
"859","WALL MART ARG.","ANACLETO MEDINA 319 LOC.7","(0343)-4234600","4063"
"860","FENIX","JERONIMO LEMOS S/N","(03442)-496145","3257"
"861","CAPPA","30 DE NOVIEMBRE","(03446)-356454","13746"
"862","1 DE MAYO","1 DE MAYO 111","(03445)-423409","10478"
"863","ALASINO","ROQUE SAENZ PE#A 347","(03445)-422912","91984"
"864","KEMIA","CENTENARIO 47","(03445)-421683/470148","91165"
"865","REBORA","URQUIZA 378","(03445)-421522","97399"
"866","SAN ROQUE TALA SRL","ROQUE SAENZ PE#A 424","(03445)-424121","12327"
"867","SANTA LUCIA","DR.LUIS PANIZZA 7","(03445)-423237","10253"
"868","URQUIZA","URQUIZA Y REBAGLIATTI","(03445)-421310","98736"
"869","FARMA-SER SRL","GUIDO MARIZZA 1344","(0343)-4230306/155114798","13770"
"870","HEFT","AV.FRIULI 1303","(0343)-4973844","91234"
"871","LA BOTICA","AV.FRIULI 1056","(0343)-4973074","7464"
"872","LA BOTICA II","GUIDO MARIZZA 1764","(0343)-4858490","12474"
"873","2 DE ABRIL","2 DE ABRIL 1475","(03447)-15413155","13457"
"874","BRAVO","MITRE 2498","(03447)-472203","10254"
"875","FARMASALUD","SARMIENTO 1901 ESQ.MITRE","(03447)-472074","10434"
"876","FERRARI","SAN MARTIN 1298 ESQ.LAVALLE","(03447)-470070","8062"
"877","JAEN","9 DE JULIO 1801","(03447)-470317","7468"
"878","MARZORATTI","CHACABUCO 1564","(03447)-470256","7466"
"879","PEREZ","9 DE JULIO 1660","(03447)-470129","8690"
"880","UDRIZARD","SARMIENTO 1498","(03447)-470268","7465"
"881","DEL PUEBLO","PERON E IRIGOYEN","(03458)-420241","97400"
"882","MARMOL","BELGRANO 395","(03458)-420638","91702"
"883","BOTIQUIN SAN JUSTO","BUENOS AIRES 295","(03442)-495023","9919"
"884","ENGLER","URQUIZA 101","(0345)-4911209","5964"
"885","JACOB","SAN MARTIN 201","(0345)-4911434","7470"
"886","MIRENEN","BV.VILLAGUAY 376","(0345)-154935411","12446"
"887","PREISZ I","TULIO GONZALEZ 156","(0345)-4911003","12208"
"888","SAN SALVADOR","IRIGOYEN 201","(0345)-4910182","8875"
"889","SATTO II","GUTIERREZ Y URQUIZA 301","(0345)-4910946","7472"
"890","DEL PUEBLO","MONSE#OR PEDRO DOXLER S/N","(03445)-497124","10482"
"891","BEGLI","AV. MITRE 1079","(03437)-481538","13330"
"892","FARMA SALUD","SUPREMO ENTRERRIANO 630","(03437)-480402","91498"
"893","SANTA ELENA","P.PERON Y MENDOZA","(03437)-481208","6689"
"894","SANTA ELENA II","AV. SAN MARTIN 676","(03437)-15401378/480467","11222"
"895","BOLZAN","MORENO 369","(0343)-4880341","7473"
"896","VIOLA","INDEPENDENCIA 599","(0343)-4880403","3042"
"897","STROBEL","AV.SAN MARTIN S/N","(0343)-4987324","12909"
"898","ZALAZAR","3 DE OCTUBRE 172","(0343)-4970078","7355"
"899","BARRAL","TALA 64","(0345)-4905212","91261"
"900","SANTA INES","LOS AROMOS Y LAS ACACIAS","(0345)-4905004","97394"
"901","DEL PUEBLO","LIBERTAD 313","(03446)-480099","4605"
"902","DEL PUEBLO I","LIBERTAD 999","(03446)-480857","4606"
"903","PREISZ","LIBERTAD 741","(03446)-480225","4607"
"904","TAUBAS","LIBERTAD 457","(03446)-480008","4931"
"905","CENTRO","URQUIZA 144","(0343)-4999833","10295"
"906","DEL VALLE","TUCUMAN Y MARIENTHAL","(0343)-4999535","8640"
"907","VALLE MARIA","J.M.DE ROSAS 112","(0343)-4999147","7479"
"908","LUNA","25 DE MAYO 694","(0343)-4920309","7480"
"909","VIDA","9 DE JULIO Y TUCUMAN","(0343)-4921500","10255"
"910","VIGNOLA","25 DE MAYO Y RAWSON","(0343)-4920506","8907"
"911","VIGNOLA II","25 DE MAYO 324","(0343)-4920506/4921342","8743"
"912","9 DE JULIO","H. YRIGOYEN 559","(03436)-423018","98190"
"913","BICENTENARIO","ESPA#A 461","(03436)-427676","10731"
"914","BUZZI","PTE. PERON 150","(03436)-423786","10257"
"915","DE LA CIUDAD","25 DE MAYO 322","(03436)-426266","9094"
"916","DEL AGUILA","ITALIA Y ESPA#A 489","(03436)-421600","10258"
"917","DEL CENTRO","MAIPU 145 ESQ.PTE.PERON","(03436)-421605","90663"
"918","DEL LITORAL","SARMIENTO 501","(03436)-421411","10259"
"919","DORREGO","DORREGO Y MONTENEGRO","(03436)-424111","10155"
"920","ENTRE RIOS","RAWSON 78","(03436)-421119","10417"
"921","FATIMA","INT. COPELLO ESQ. GDOR. SALA","(03436)-427859","13523"
"922","JOSE MARIA CAMPA#ARO","CONGRESO 599","(03436)-421061","10153"
"923","MAIOCCO","LAPRIDA 299","(03436)-426799","10418"
"924","OVIEDO","MAIPU E YRIGOYEN","(03436)-421115","90223"
"925","PIAGGIO","PIAGGIO Y SAN MIGUEL","(03436)-422544","10586"
"926","RAUSCH","VELEZ SARSFIELD S/N","(03436)-15449955","13987"
"927","ROSSI","HIPOLITO YRIGOYEN 559","(0343)-6423018","12160"
"928","VICTORIA","25 DE MAYO 150","(03436)-421443","10455"
"929","VILLA CLARA","25 DE MAYO Y S.MARTIN 401","(03455)-491069/491162","9266"
"930","DR.N.YARCHO","URQUIZA 142","(03455)-492026","12210"
"931","BOUVET","J.M.ESTRADA 1099","(03447)-481239","7481"
"932","CACERES","URQUIZA 2397","(03447)-481158","7483"
"933","CENTENARIO III","J.M. ESTRADA 1644","(03447)-481207","7484"
"934","FOGAR","PUEYRREDON 1601","(03447)-481209","10230"
"935","MUDRY","URQUIZA 1760","(03447)-480479","4109"
"936","SATTO","AV. URQUIZA 1614","(03447)-480003","4526"
"937","VILLA ELISA SRL","SAN MARTIN 1298","(03447)-480002","7486"
"938","TIERRA SANTA","9 DE JULIO 987","(03445)-458684","13743"
"939","VILLA PARANACITO","AV.ENTRE RIOS S/N","(03446)-495308","9261"
"940","JOSE HERNANDEZ","P.BOXLER","(0343)-4872100","7487"
"941","AUGUSTUS","BALCARCE Y MITRE","(03455)-422216","11911"
"942","BIDEGORRY","LEOPOLDO HERRERA Y FRIAS","(03455)-422205","97281"
"943","CAFFARATTI","L.GOYENA Y HERRERA","(03455)-422274","11912"
"944","DEL PUEBLO","COLON 560","(03455)-499084","91756"
"945","DEL SOL","LEOPOLDO HERRERA Y CASEROS","(03455)-423782","4025"
"946","FRANCIA","BALCARCE 980","(03455)-15533711","14350"
"947","LA BOTICA","COLON 411","(03455)-420298","10260"
"948","LA ENTRERRIANA","MORENO Y 9 DE JULIO","(03455)-423943","11913"
"949","VILLAGUAY","SAN MARTIN 425","(03455)-421040","91164"
"950","ESPERANZA","RUTA NACIONAL 34","(03886)-480324","9377"
"951","NUEVA DEL MILAGRO","AV. LIBERTAD 195","(03886)-423607","2151"
"952","SAN CAYETANO PALP.II","CATALANO 2 ESQ. MONTEAGUDO","(0388)-4276600","5876"
"953","BELGRANO","BELGRANO 1002 ESQ. LAMADRID","(0388)-4240820","5995"
"954","CATEDRAL I","LAVALLE 390","(0388)-4242416","10009"
"955","FARMAR I","BELGRANO 799","(0388)-4311772/4311947","4226"
"956","SAN ALBERTO","OTERO 336","(0388)-4918629","8110"
"957","SIUFI","ALVEAR 1058","(0388)-4223623/4225252","4253"
"958","CATEDRAL","ABEL BAZAN Y BUSTOS 575","(0380)-4432300","10106"
"959","CATEDRAL II","RIVADAVIA 602","(0380)-4424969/4438379","10710"
"960","CATEDRAL III","AV. PERON 1066","(0380)-4466891","11055"
"961","SUR","SARMIENTO 402","(02625)-480009/15510242","2689"
"962","CARRODILLA","SAN MARTIN 8458","(0261)-4361666/4361670","4454"
"963","DEL BARRIO","SAN MARTIN 7703","(0261)-4360160","4455"
"964","421 DIABECLUB","J. V. ZAPATA 421","(0261)-4381199","90456"
"965","ACTUAL","GARIBALDI 302","(0261)-4234806","5866"
"966","ALAS","J.B.JUSTO 71","(0261)-4237223","1951"
"967","ALTO ARENALES CENTRO","ENTRE RIOS 398","(0261)-4253110","9725"
"968","ARGENTUM","GODOY CRUZ 382","(0261)-4256777","90774"
"969","BELGRANO","BELGRANO 144","(0261)-4232427","362"
"970","BELTRAN I","JUAN B. JUSTO 877","(0261)-4921009","98530"
"971","BRISTOL","PASEO DE LOS ANDES 43","(0261)-4288219","90655"
"972","BUENOS AIRES","SAN MARTIN 2802","(0261)-4305126","97832"
"973","CIELITO","SAN JUAN 515","(0261)-4238314","90696"
"974","CIMESA","OLEGARIO V. ANDRADE 496","(0261)-5246400/300","90692"
"975","CIVIT","BELGRANO 1095","(0261)-4239046/4238598","1957"
"976","COSTANERA","MORON 224","(0261)-4238334","90735"
"977","DEL CENTRO 12","BELGRANO 1435","(0261)-4294466","6214"
"978","DEL CENTRO 14","SAN MARTIN 1301","(0261)-4297272","6211"
"979","DEL CENTRO MEGASTORE","SAN MARTIN 1001","(0261)-4239062","4714"
"980","DEL TRABAJO","BUENOS AIRES 326","(0261)-4204068","92234"
"981","ENTRE RIOS","ENTRE RIOS 126","(0261)-4233246","90694"
"982","ESTACION","LAS HERAS 605","(0261)-4232467","90695"
"983","FARMA STORE COLON","COLON 457","(0261)-4238847","4706"
"984","FARMACENTER","BUENOS AIRES 134","(0261)-4254227","92033"
"985","FARMATHEA P. ANDES","RUFINO ORTEGA 600","(0261)-4244087","98969"
"986","FARMATOTAL","JOSE VICENTE ZAPATA 303","(0261)-4291853","4707"
"987","FENIX","DAMIAN HUDSON 695",,"90981"
"988","GILL","CATAMARCA 555","(0261)-4292719","90360"
"989","GRANADEROS","SUIPACHA 499","(0261)-4255580","96527"
"990","JUJUY","JUJUY 838","(0261)-4307083","7415"
"991","LA FACULTAD","SALTA 998 ESQ.ALEM","(0261)-4237791","11818"
"992","LA PIRAMIDE I","CORDOBA 45","(0261)-4257647","97689"
"993","MAGISTRAL","CATAMARCA 295","(0261)-4202852","90693"
"994","MANZUR","ESPA#A 2441","(0261)-4252246","90669"
"995","MASSA","SAN MARTIN 3198","(0261)-4304046","90244"
"996","MESURA CIUDAD","PASO DE LOS ANDES 1405","(0261)-4380500","8958"
"997","MESURA CUARTA SECC.","SAN MARTIN 2699","(0261)-4374790","8977"
"998","MITRE 1","COLON 361","(0261)-4292111/4295111","4611"
"999","MITRE 16","ESPEJO 99","(0261)-4290100/4290101","5789"
"1000","MITRE 4","COLON 798 ESQ. BELGRANO","(0261)-4238573/4296111","4464"
"1001","MODELO","MARTIN ZAPATA 400","(0261)-4253070","93578"
"1002","MORI CIUDAD","GRAL.LAS HERAS 323","(0261)-4250909","8823"
"1003","MORI COLON","AV. COLON 324","(0261)-4253030","8826"
"1004","MORI ESPA#A","AV. ESPA#A 980","(0261)-4250555","90888"
"1005","NATAL","OLASCOAGA 2799","(0261)-4234080","4729"
"1006","NUEVA SANIDAD II","SAN LORENZO 552","(0261)-4250848","95631"
"1007","OLASCOAGA","OLASCOAGA 1770","(0261)-4294422","95872"
"1008","PACIFICO","PERU 1993","(0261)-4234181","95814"
"1009","PASTORE","MARTINEZ DE ROSAS 2699","(0261)-4251058","90644"
"1010","PETROFARMA","BUENOS AIRES 182","(0261)-5682173/2409104","4411"
"1011","RECONQUISTA","PUEYRREDON 400","(0261)-4288362","94471"
"1012","RONDEAU","RONDEAU 219 ESQ. SAN JUAN","(0261)-4292135","90731"
"1013","SALTA","BUENOS AIRES 301","(0261)-4251822","99149"
"1014","SAN MARTIN CIUDAD","PADRE LLORENS Y POTRERILLOS","(0261)-4442447","8424"
"1015","SANTA TERESITA","MZA. 43 C. 1 B. SAN MARTIN",,"94470"
"1016","SMATA","SAN JUAN 723","(0261)-4340340","4549"
"1017","USPALLATA","JORGE A. CALLE 704","(0261)-4381210","4763"
"1018","VICTORIA","FADER 207","(0261)-4370883","93675"
"1019","VIRGEN NI#A","CORRIENTES 143","(0261)-4381538","90455"
"1020","VITAM","VIDELA CORREA 402","(0261)-4377222","96559"
"1021","MITRE 25 (NACIONAL)","VIAMONTE 5356","(0261)-4960282","4621"
"1022","COBOS","COBOS 551","(0261)-4312409","90737"
"1023","ESPEJO","ESPEJO 1808","(0261)-4310496","97733"
"1024","LAS CA#AS","LAS CANAS 185","(0261)-4315326","11835"
"1025","MURIA 2000","R.ESCALADA 1197","(0261)-4311449/4322140","97653"
"1026","VELEZ SARSFIELD","LAFINUR 967","(0261)-4314020","2433"
"1027","EL MERCADO II","2 DE ABRIL 588","(02622)-451527","90406"
"1028","BELGRANO","RUTA PROV. 50 Y AV. ESPA#A","(0261)-4921115","97839"
"1029","ROSARIO","CALLE 9 ESQ PERU (VIRGEN PILAR","(0261)-4921419","90801"
"1030","SAN CAYETANO","AGUSTIN ALVAREZ 260","(0261)-4921013","90666"
"1031","ANTEQUERA","AV. SARMIENTO 325","(02625)-480365","11819"
"1032","CUYO","AV. LIBERTADOR Y PIEROLA","(02625)-422113","91027"
"1033","DE LA COSTA","LIBERTADOR NORTE 412","(02625)-422331","90285"
"1034","DEL PILAR","PELLEGRINI 498","(02625)-422841","92233"
"1035","ESPA#OLA","AV.ALVEAR OESTE 201","(02625)-422146/426346","8775"
"1036","ESTRELLA","PIEROLA 495","(02625)-426200","91445"
"1037","GILI","CARLOS PELLEGRINI 402","(02625)-422841","90328"
"1038","LIBERTADOR","INDEPENDENCIA 101","(02625)-5666331/422043","11821"
"1039","SAGRADO CORAZON","ROQUE SAENZ PE#A 1110 Y ALEM","(02625)-423254/425660","91525"
"1040","SAN JULIAN","AV. ALVEAR OESTE 476","(02625)-425324","90066"
"1041","SAN MARTIN","AV. ALVEAR ESTE 162","(02625)-422911/423319","95895"
"1042","SAN RAMON","AV.LIBERTADOR 325","(02625)-424152","4786"
"1043","SANTA RITA","URQUIZA 303","(02625)-423757","91002"
"1044","ANDES","TIBURCIO BENEGAS 1175","(0261)-4227823","11824"
"1045","BENAVENTE","BENAVENTE 523","(0261)-4525403","90743"
"1046","BIOSALUD","SARMIENTO 585-LOCAL 36 Y 37","(0261)-4204068/155366241","14287"
"1047","CANDISANO","FRANKLIN 1467","(0261)-4520227","95653"
"1048","CERVANTES","CERVANTES 1460","(0261)-4524969","90744"
"1049","CHESTER PZA.G.CRUZ","RIVADAVIA 601","(0261)-4220998","90258"
"1050","CORDILLERA","CERVANTES 496","(0261)-4524325","94472"
"1051","CRUZ DEL SUR","SARMIENTO 1751","(0261)-4520555","90400"
"1052","CRUZ DEL VALLE","J.V.GONZALEZ 2182(BO.TRAPICHE)","(0261)-4398686","1955"
"1053","DEL CARMEN","COLON 902","(0261)-4350177","90114"
"1054","DEL CENTRO CURIE","TIBURCIO BENEGAS 715","(0261)-4227500","4713"
"1055","DEL CENTRO EXPRESS10","RIVADAVIA 161 ESQ.SAN MARTIN","(0261)-4222111","4716"
"1056","DEL CENTRO G.CRUZ","RIVADAVIA 898","(0261)-4221488","4710"
"1057","DEL PILAR","AMPERES 165","(0261)-4526023","93680"
"1058","EL SOL","SARMIENTO 280","(0261)-4225925","5784"
"1059","GODOY CRUZ-LIBERTAD","ARIAS Y J.B.GONZALEZ(HIPERLIB)","(0261)-4226915/4371219","8893"
"1060","HORIZONTE","SARMIENTO 2102","(0261)-4521237","94475"
"1061","ITALIA","O'HIGGINS 1670","(0261)-4282213","93610"
"1062","JARDIN","J.V. GONZALEZ 1601","(0261)-4397353","11825"
"1063","LA ESTANZUELA","M. 26 C. 31 B. HUISI","(0261)-4393681","95712"
"1064","LA GLORIA","M/A E/2 B LA GLORIA","(0261)-4361763","98331"
"1065","LA PURISIMA","J.V.GONZALEZ 599","(0261)-4225008/4391356","840"
"1066","LA SALUD","PASO DE LOS ANDES 2172","(0261)-4288038","94473"
"1067","LAHUEN","VANDOR 1542 ESQ. INDEPENDENCIA","(0261)-4521216","97769"
"1068","LAPRIDA","HUNGRIA 761","(0261)-4281192","93616"
"1069","LIBRA S.C.S.","J. V. GONZALEZ 358","(0261)-4220180","90787"
"1070","LUCENA","FRANCIA Y NECOCHEA","(0261)-4245901","11823"
"1071","MAGNA","BELTRAN 1512","(0261)-4246105","90625"
"1072","MESURA PANAMERICANA","SAN MARTIN SUR 1815","(0261)-4400202","97692"
"1073","MINETTI","EL HORNERO 520(BARRIO MINETTI)","(0261)-4391908","5137"
"1074","MORI GODOY CRUZ","JUAN DE GARAY 30","(0261)-4247707","5687"
"1075","MORI PANAMERICANA","RUTA PANAMERICANA 2375","(0261)-4400000","9318"
"1076","NATAL IV","MARCOS SASTRE 985 B.SN.IGNACIO","(0261)-4287200","90638"
"1077","NAZCA BARRAQUERO","AV.SAN MARTIN 1901","(0261)-4246222","90627"
"1078","NAZCA PZA.GODOY CRUZ","COLON 97","(0261)-4226550/4229186","7650"
"1079","NUEVA MOSCONI","TALCAHUANO 2801","(0261)-7700700","90759"
"1080","PABLO VI","ARISTOBULO DEL VALLE Y TERRADA","(0261)-4523189","90747"
"1081","PARQUE","REVOLUCION DE MAYO 2085","(0261)-4271729","93596"
"1082","PARQUE II","BELTRAN 1684","(0261)-4247755","97750"
"1083","PARQUE IV","MONTES DE OCA 298","(0261)-4275152","90243"
"1084","PARQUE V","SARMIENTO 1292","(0261)-4520595","97748"
"1085","PERITO MORENO","PERITO MORENO 1099 ESQ.BENEGAS","(0261)-4220270","907"
"1086","POPULAR","SAN MARTIN 1645","(0261)-4240887","97740"
"1087","RIVADAVIA","AZOPARDO 272","(0261)-4350037","93722"
"1088","RODRIGUEZ PE#A","RODRIGUEZ PE#A 1364","(0261)-4317546","11826"
"1089","ROMA","PASO DE LOS ANDES 898","(0261)-4281453","4670"
"1090","SAN ANDRES","LAGO HERMOSO 1515","(0261)-4400089","90594"
"1091","SAN ANTONIO","PASO DE LOS ANDES 2","(0261)-4220470","90756"
"1092","SAN CAYETANO","F. ALCORTA 1950","(0261)-4391209","90786"
"1093","SAN LUCAS","ECHEVERRIA 1604","(0261)-4243763","9344"
"1094","SAN MARCOS","CERVANTES 2667","(0261)-4393706","90403"
"1095","SAN PABLO","SAN MARTIN 659","(0261)-4249228 / 4242891","95458"
"1096","SANTA CLARA","SAN MARTIN 835","(0261)-4244888","98523"
"1097","SANTA RITA","LA PLATA 931 (B. JUDICIAL)","(0261)-4272852","90814"
"1098","SANTA ROSA","T.BENEGAS 305","(0261)-4223151","90761"
"1099","SARMIENTO","SARMIENTO 997 ESQ.ALEM","(0261)-4520268","90753"
"1100","SINDICAL SUPEH","LAVALLE 472","(0261)-4221080","90813"
"1101","URBANA","ARISTOBULO DEL VALLE 304/307","(0261)-4392776","91897"
